Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
nico schlotterbeck,Dortmund,Bundesliga,2024-2025,18,0,14,157,0.6579999999999999
romano schmid,Werder Bremen,Bundesliga,2024-2025,28,3,145,167,0.451
jan schoppner,Heidenheim,Bundesliga,2024-2025,32,2,12,130,0.48700000000000004
marvin schulz,Holstein Kiel,Bundesliga,2024-2025,6,0,12,18,0.33299999999999996
alexander schwolow,Union Berlin,Bundesliga,2024-2025,0,0,0,10,1.0
leo scienza,Heidenheim,Bundesliga,2024-2025,16,5,81,53,0.188
nicolas seiwald,RB Leipzig,Bundesliga,2024-2025,27,0,46,125,0.414
benjamin sesko,RB Leipzig,Bundesliga,2024-2025,26,18,7,62,0.588
armindo sieb,Mainz 05,Bundesliga,2024-2025,13,10,6,29,0.375
tim siersleben,Heidenheim,Bundesliga,2024-2025,16,0,10,37,0.488
kiliann sildillia,Freiburg,Bundesliga,2024-2025,10,1,19,33,0.488
andre silva,Werder Bremen,Bundesliga,2024-2025,4,2,4,10,0.5
andre silva,RB Leipzig,Bundesliga,2024-2025,0,0,0,7,0.16699999999999998
mohamed simakan,RB Leipzig,Bundesliga,2024-2025,0,0,1,3,0.75
xavi simons,RB Leipzig,Bundesliga,2024-2025,24,5,79,128,0.42200000000000004
danel sinani,St. Pauli,Bundesliga,2024-2025,25,4,67,52,0.23800000000000002
tobias sippel,Gladbach,Bundesliga,2024-2025,0,0,0,0,
ibrahima sissoko,Bochum,Bundesliga,2024-2025,75,2,21,154,0.585
tim skarke,Union Berlin,Bundesliga,2024-2025,10,10,29,56,0.2
ellyes skhiri,Eint Frankfurt,Bundesliga,2024-2025,22,2,3,105,0.5
leo skiri stigard,Hoffenheim,Bundesliga,2024-2025,19,1,2,44,0.652
andreas skov olsen,Wolfsburg,Bundesliga,2024-2025,2,2,29,18,0.5
robert skov,Union Berlin,Bundesliga,2024-2025,14,1,61,43,0.5
steven skrzybski,Holstein Kiel,Bundesliga,2024-2025,16,2,31,58,0.24
eric smith,St. Pauli,Bundesliga,2024-2025,27,3,102,139,0.44799999999999995
anton stach,Hoffenheim,Bundesliga,2024-2025,38,0,24,171,0.564
jens stage,Werder Bremen,Bundesliga,2024-2025,38,4,23,114,0.5670000000000001
josip stanisic,Bayern Munich,Bundesliga,2024-2025,2,0,11,64,0.647
niklas stark,Werder Bremen,Bundesliga,2024-2025,30,2,3,73,0.608
pascal stenzel,Stuttgart,Bundesliga,2024-2025,4,0,25,11,0.33299999999999996
leonidas stergiou,Stuttgart,Bundesliga,2024-2025,6,1,13,35,0.429
finley stevens,St. Pauli,Bundesliga,2024-2025,0,0,0,0,
angelo stiller,Stuttgart,Bundesliga,2024-2025,21,1,95,140,0.391
kevin stoger,Gladbach,Bundesliga,2024-2025,22,1,116,75,0.25
niklas sule,Dortmund,Bundesliga,2024-2025,5,0,1,53,0.667
mattias svanberg,Wolfsburg,Bundesliga,2024-2025,16,0,35,48,0.375
daniel svensson,Dortmund,Bundesliga,2024-2025,4,1,36,31,0.28600000000000003
haris tabakovic,Hoffenheim,Bundesliga,2024-2025,15,11,4,13,0.5489999999999999
jonathan tah,Leverkusen,Bundesliga,2024-2025,16,0,6,165,0.77
edmond tapsoba,Leverkusen,Bundesliga,2024-2025,34,1,8,124,0.628
mathys tel,Bayern Munich,Bundesliga,2024-2025,5,1,5,10,1.0
nathan tella,Leverkusen,Bundesliga,2024-2025,22,10,25,37,0.306
martin terrier,Leverkusen,Bundesliga,2024-2025,2,2,5,8,0.45799999999999996
arthur theate,Eint Frankfurt,Bundesliga,2024-2025,14,1,26,123,0.551
norman theuerkauf,Heidenheim,Bundesliga,2024-2025,1,0,0,0,
denis thomalla,Heidenheim,Bundesliga,2024-2025,0,0,0,1,
phillip tietz,Augsburg,Bundesliga,2024-2025,36,16,1,48,0.479
umut tohumcu,Hoffenheim,Bundesliga,2024-2025,6,0,8,13,0.0
john tolkin,Holstein Kiel,Bundesliga,2024-2025,2,0,38,21,0.5710000000000001
tiago tomas,Wolfsburg,Bundesliga,2024-2025,30,6,22,74,0.231
bazoumana toure,Hoffenheim,Bundesliga,2024-2025,13,7,24,27,0.414
lucas tousart,Union Berlin,Bundesliga,2024-2025,11,0,2,32,0.5710000000000001
omar traore,Heidenheim,Bundesliga,2024-2025,23,1,107,136,0.385
kevin trapp,Eint Frankfurt,Bundesliga,2024-2025,0,0,0,52,0.5710000000000001
philipp treu,St. Pauli,Bundesliga,2024-2025,20,3,60,147,0.368
christopher trimmel,Union Berlin,Bundesliga,2024-2025,14,1,111,63,0.639
tuta,Eint Frankfurt,Bundesliga,2024-2025,30,0,3,120,0.506
lukas ullrich,Gladbach,Bundesliga,2024-2025,22,0,47,73,0.424
sven ulreich,Bayern Munich,Bundesliga,2024-2025,0,0,0,2,
deniz undav,Stuttgart,Bundesliga,2024-2025,25,12,11,48,0.40399999999999997
dayot upamecano,Bayern Munich,Bundesliga,2024-2025,20,0,6,115,0.584
jonas urbig,Bayern Munich,Bundesliga,2024-2025,0,0,0,25,1.0
can uzun,Eint Frankfurt,Bundesliga,2024-2025,8,0,18,31,0.625
josha vagnoman,Stuttgart,Bundesliga,2024-2025,18,0,43,92,0.524
siebe van der heyden,St. Pauli,Bundesliga,2024-2025,16,0,18,32,0.6459999999999999
maarten vandevoordt,RB Leipzig,Bundesliga,2024-2025,0,0,0,13,1.0
ruben vargas,Augsburg,Bundesliga,2024-2025,5,0,12,14,0.375
nikola vasilj,St. Pauli,Bundesliga,2024-2025,1,0,0,54,1.0
denis vavro,Wolfsburg,Bundesliga,2024-2025,7,0,8,89,0.7020000000000001
milos veljkovic,Werder Bremen,Bundesliga,2024-2025,5,2,9,32,0.5710000000000001
nikolas veratschnig,Mainz 05,Bundesliga,2024-2025,9,4,7,12,0.16699999999999998
arthur vermeeren,RB Leipzig,Bundesliga,2024-2025,22,0,3,94,0.28600000000000003
yorbe vertessen,Union Berlin,Bundesliga,2024-2025,14,2,23,32,0.353
gabriel vidovic,Bayern Munich,Bundesliga,2024-2025,0,0,0,1,0.0
gabriel vidovic,Mainz 05,Bundesliga,2024-2025,0,0,0,0,
kevin vogt,Union Berlin,Bundesliga,2024-2025,10,0,0,90,0.519
kevin volland,Union Berlin,Bundesliga,2024-2025,3,0,0,2,0.75
aster vranckx,Wolfsburg,Bundesliga,2024-2025,12,0,3,22,0.33299999999999996
robert wagner,St. Pauli,Bundesliga,2024-2025,6,0,2,22,0.41700000000000004
elye wahi,Eint Frankfurt,Bundesliga,2024-2025,2,4,5,8,0.2
hauke wahl,St. Pauli,Bundesliga,2024-2025,13,2,8,129,0.485
paul wanner,Heidenheim,Bundesliga,2024-2025,23,1,52,90,0.4
kjellarik watjen,Dortmund,Bundesliga,2024-2025,0,0,0,2,
julian weigl,Gladbach,Bundesliga,2024-2025,23,0,11,133,0.672
timon weiner,Holstein Kiel,Bundesliga,2024-2025,1,0,0,43,0.917
nelson weiper,Mainz 05,Bundesliga,2024-2025,19,8,6,20,0.436
mitchell weiser,Werder Bremen,Bundesliga,2024-2025,30,1,78,152,0.38299999999999995
noah weihaupt,St. Pauli,Bundesliga,2024-2025,10,6,72,51,0.441
noah weihaupt,Freiburg,Bundesliga,2024-2025,1,0,8,3,
silvan widmer,Mainz 05,Bundesliga,2024-2025,5,2,12,16,0.462
patrick wimmer,Wolfsburg,Bundesliga,2024-2025,36,6,42,92,0.424
jonas wind,Wolfsburg,Bundesliga,2024-2025,15,4,7,59,0.495
florian wirtz,Leverkusen,Bundesliga,2024-2025,22,11,101,113,0.2
dani de wit,Bochum,Bundesliga,2024-2025,24,8,8,36,0.461
maximilian wittek,Bochum,Bundesliga,2024-2025,34,0,164,115,0.5
marius wolf,Augsburg,Bundesliga,2024-2025,19,4,115,82,0.5
nick woltemade,Stuttgart,Bundesliga,2024-2025,24,6,6,53,0.431
jeong wooyeong,Union Berlin,Bundesliga,2024-2025,16,4,36,68,0.341
granit xhaka,Leverkusen,Bundesliga,2024-2025,33,0,30,179,0.612
erencan yardimci,Hoffenheim,Bundesliga,2024-2025,8,5,1,4,0.37
danaxel zagadou,Stuttgart,Bundesliga,2024-2025,1,0,0,0,
david zec,Holstein Kiel,Bundesliga,2024-2025,21,3,1,76,0.42700000000000005
robin zentner,Mainz 05,Bundesliga,2024-2025,1,0,0,56,1.0
cedric zesiger,Augsburg,Bundesliga,2024-2025,15,0,13,57,0.5870000000000001
cedric zesiger,Wolfsburg,Bundesliga,2024-2025,14,0,3,16,0.231
michael zetterer,Werder Bremen,Bundesliga,2024-2025,0,0,0,42,0.889
budu zivzivadze,Heidenheim,Bundesliga,2024-2025,9,6,4,33,0.267
keyliane abdallah,Marseille,Ligue-1,2024-2025,0,0,0,0,
yunis abdelhamid,Saint-Étienne,Ligue-1,2024-2025,16,0,0,42,0.655
himad abdelli,Angers,Ligue-1,2024-2025,48,3,44,193,0.39399999999999996
mohamed abdelmoneim,Nice,Ligue-1,2024-2025,9,0,2,50,0.62
ali abdi,Nice,Ligue-1,2024-2025,27,5,51,72,0.611
matthis abline,Nantes,Ligue-1,2024-2025,34,5,30,83,0.457
abner,Lyon,Ligue-1,2024-2025,16,0,31,45,0.43799999999999994
zakaria aboukhlal,Toulouse,Ligue-1,2024-2025,35,13,33,61,0.36700000000000005
akor adams,Montpellier,Ligue-1,2024-2025,17,16,5,24,0.509
martin adeline,Reims,Ligue-1,2024-2025,0,0,0,0,0.0
adryelson,Lyon,Ligue-1,2024-2025,0,0,0,0,1.0
emmanuel agbadou,Reims,Ligue-1,2024-2025,13,0,1,85,0.621
jeremy agbonifo,Lens,Ligue-1,2024-2025,14,2,7,9,0.1
ruben aguilar,Lens,Ligue-1,2024-2025,14,5,47,79,0.385
naouirou ahamada,Rennes,Ligue-1,2024-2025,1,0,1,7,0.0
jeaneudes aholou,Angers,Ligue-1,2024-2025,50,1,2,100,0.623
ayman aiki,Saint-Étienne,Ligue-1,2024-2025,4,0,1,7,0.2
ludovic ajorque,Brest,Ligue-1,2024-2025,61,11,7,62,0.524
umit akdag,Toulouse,Ligue-1,2024-2025,8,0,3,24,0.72
sergio akieme,Reims,Ligue-1,2024-2025,25,1,94,109,0.42200000000000004
maghnes akliouche,Monaco,Ligue-1,2024-2025,31,8,53,131,0.179
paul akouokou,Lyon,Ligue-1,2024-2025,3,0,0,0,
clement akpa,Auxerre,Ligue-1,2024-2025,15,0,25,116,0.551
chuba akpom,Lille,Ligue-1,2024-2025,11,2,1,11,0.607
mohamed ali cho,Nice,Ligue-1,2024-2025,12,9,51,69,0.325
jim allevinah,Angers,Ligue-1,2024-2025,18,10,34,88,0.294
thiago almada,Lyon,Ligue-1,2024-2025,10,1,47,56,0.33299999999999996
jordan amavi,Brest,Ligue-1,2024-2025,15,0,15,35,0.7140000000000001
kelvin amian,Nantes,Ligue-1,2024-2025,23,1,37,54,0.5
michael amir murillo,Marseille,Ligue-1,2024-2025,29,1,37,138,0.7120000000000001
samuel amoameyaw,Strasbourg,Ligue-1,2024-2025,3,1,6,14,0.0
mathis amougou,Saint-Étienne,Ligue-1,2024-2025,6,0,1,37,0.2
benjamin andre,Lille,Ligue-1,2024-2025,50,3,16,189,0.534
kyllian antonio,Lens,Ligue-1,2024-2025,2,0,2,5,0.5
dennis appiah,Saint-Étienne,Ligue-1,2024-2025,37,2,52,90,0.466
carlens arcus,Angers,Ligue-1,2024-2025,38,1,55,81,0.5539999999999999
hakon arnar haraldsson,Lille,Ligue-1,2024-2025,19,3,59,71,0.125
marco asensio,Paris S-G,Ligue-1,2024-2025,1,3,13,18,0.33299999999999996
lorenz assignon,Rennes,Ligue-1,2024-2025,52,5,70,110,0.633
dehmaine assoumani,Nantes,Ligue-1,2024-2025,1,0,6,8,0.4
valentin atangana edoa,Reims,Ligue-1,2024-2025,57,8,17,117,0.58
florian aye,Auxerre,Ligue-1,2024-2025,10,3,2,14,0.26
andre ayew,Le Havre,Ligue-1,2024-2025,19,6,7,26,0.37
neil el aynaoui,Lens,Ligue-1,2024-2025,34,0,65,90,0.615
shavy babicka,Toulouse,Ligue-1,2024-2025,16,7,39,54,0.292
juma bah,Lens,Ligue-1,2024-2025,7,0,0,37,0.7929999999999999
theo bair,Auxerre,Ligue-1,2024-2025,20,8,7,15,0.545
mitchel bakker,Lille,Ligue-1,2024-2025,18,4,68,46,0.231
darryl bakola,Marseille,Ligue-1,2024-2025,3,0,0,1,
dilane bakwa,Strasbourg,Ligue-1,2024-2025,29,5,153,92,0.579
leonardo balerdi,Marseille,Ligue-1,2024-2025,28,0,2,161,0.65
fode ballotoure,Le Havre,Ligue-1,2024-2025,3,0,21,31,0.444
folarin balogun,Monaco,Ligue-1,2024-2025,7,8,5,15,0.16699999999999998
abdoulaye bamba,Angers,Ligue-1,2024-2025,10,0,5,47,0.39299999999999996
mohamed bamba,Reims,Ligue-1,2024-2025,0,0,0,0,0.0
valentin barco,Strasbourg,Ligue-1,2024-2025,17,0,31,79,0.5
bradley barcola,Paris S-G,Ligue-1,2024-2025,30,7,25,67,0.667
melvin bard,Nice,Ligue-1,2024-2025,17,2,60,124,0.545
gabriel bares,Montpellier,Ligue-1,2024-2025,0,0,1,1,0.0
teo barisic,Lyon,Ligue-1,2024-2025,0,0,0,0,
dylan batubinsika,Saint-Étienne,Ligue-1,2024-2025,24,0,1,76,0.726
haris belkebla,Angers,Ligue-1,2024-2025,18,1,3,90,0.276
yassin belkhdim,Angers,Ligue-1,2024-2025,28,2,16,74,0.25
eliesse ben seghir,Monaco,Ligue-1,2024-2025,25,2,52,86,0.371
ismael bennacer,Marseille,Ligue-1,2024-2025,19,0,28,50,0.33299999999999996
said benrahma,Lyon,Ligue-1,2024-2025,6,6,43,32,
nabil bentaleb,Lille,Ligue-1,2024-2025,3,0,6,20,0.5
lucas beraldo,Paris S-G,Ligue-1,2024-2025,22,1,3,115,0.682
maxime bernauer,Saint-Étienne,Ligue-1,2024-2025,10,0,0,37,0.611
dimitry bertaud,Montpellier,Ligue-1,2024-2025,0,0,0,2,
mika biereth,Monaco,Ligue-1,2024-2025,19,6,8,23,0.38299999999999995
emmanuel biumla,Angers,Ligue-1,2024-2025,7,0,0,37,0.5710000000000001
marco bizot,Brest,Ligue-1,2024-2025,1,0,0,34,1.0
ludovic blas,Rennes,Ligue-1,2024-2025,31,1,124,88,0.22899999999999998
augustine boakye,Saint-Étienne,Ligue-1,2024-2025,19,3,5,27,0.263
matheo bodmer,Le Havre,Ligue-1,2024-2025,1,0,0,0,
jeremie boga,Nice,Ligue-1,2024-2025,1,5,21,44,0.429
moise bombito,Nice,Ligue-1,2024-2025,28,0,2,97,0.48
saimon bouabre,Monaco,Ligue-1,2024-2025,1,0,0,2,0.0
ayyoub bouaddi,Lille,Ligue-1,2024-2025,18,0,3,62,0.5
badredine bouanani,Nice,Ligue-1,2024-2025,13,2,33,44,0.111
benjamin bouchouari,Saint-Étienne,Ligue-1,2024-2025,15,0,9,119,0.261
hicham boudaoui,Nice,Ligue-1,2024-2025,41,3,17,175,0.32
justin bourgault,Brest,Ligue-1,2024-2025,1,0,4,11,0.33299999999999996
benjamin bourigeaud,Rennes,Ligue-1,2024-2025,0,0,6,4,0.5
bilal brahimi,Nice,Ligue-1,2024-2025,3,0,5,1,
lilian brassier,Marseille,Ligue-1,2024-2025,7,0,5,38,0.708
lilian brassier,Rennes,Ligue-1,2024-2025,9,0,9,59,0.789
anthony briancon,Saint-Étienne,Ligue-1,2024-2025,0,0,0,0,
aurelio buta,Reims,Ligue-1,2024-2025,32,3,32,69,0.444
marcin buka,Nice,Ligue-1,2024-2025,0,0,0,62,1.0
remy cabella,Lille,Ligue-1,2024-2025,16,2,60,63,0.273
mathieu cafaro,Saint-Étienne,Ligue-1,2024-2025,11,3,27,30,0.429
duje caletacar,Lyon,Ligue-1,2024-2025,27,2,1,65,0.765
issiaga camara,Nice,Ligue-1,2024-2025,0,0,0,4,0.0
lamine camara,Monaco,Ligue-1,2024-2025,45,0,118,153,0.5
mahdi camara,Brest,Ligue-1,2024-2025,41,3,46,98,0.354
ousmane camara,Angers,Ligue-1,2024-2025,1,0,0,6,0.5710000000000001
axel camblan,Brest,Ligue-1,2024-2025,0,0,1,0,0.0
jaydee canvot,Toulouse,Ligue-1,2024-2025,18,0,6,50,0.552
pierrick capelle,Angers,Ligue-1,2024-2025,12,1,10,28,0.375
gabin capuano,Lens,Ligue-1,2024-2025,1,0,0,0,
maxence caqueret,Lyon,Ligue-1,2024-2025,4,1,6,24,0.25
simon cara,Montpellier,Ligue-1,2024-2025,0,0,0,0,
valentin carboni,Marseille,Ligue-1,2024-2025,5,0,2,2,0.667
irvin cardona,Saint-Étienne,Ligue-1,2024-2025,12,3,31,26,0.556
patrik carlgren,Nantes,Ligue-1,2024-2025,0,0,0,3,0.0
josue casimir,Le Havre,Ligue-1,2024-2025,28,8,85,83,0.281
cristian casseres jr,Toulouse,Ligue-1,2024-2025,53,1,80,172,0.585
jeancharles castelletto,Nantes,Ligue-1,2024-2025,34,0,9,91,0.654
enzo caumont,Angers,Ligue-1,2024-2025,1,0,0,2,0.5
fabien centonze,Nantes,Ligue-1,2024-2025,2,1,11,8,0.6
brendan chardonnet,Brest,Ligue-1,2024-2025,36,0,3,91,0.604
jhoanner chavez,Lens,Ligue-1,2024-2025,10,2,30,25,0.583
theo chennahi,Montpellier,Ligue-1,2024-2025,3,0,2,11,0.33299999999999996
sidiki cherif,Angers,Ligue-1,2024-2025,4,5,4,10,0.158
rayan cherki,Lyon,Ligue-1,2024-2025,16,3,118,83,0.33299999999999996
lucas chevalier,Lille,Ligue-1,2024-2025,0,0,0,70,1.0
pedro chirivella,Nantes,Ligue-1,2024-2025,25,0,19,116,0.41700000000000004
joris chotard,Montpellier,Ligue-1,2024-2025,16,1,30,90,0.593
djaoui cisse,Rennes,Ligue-1,2024-2025,25,0,3,78,0.235
yoann cisse,Auxerre,Ligue-1,2024-2025,0,0,3,1,
jonathan clauss,Nice,Ligue-1,2024-2025,26,1,190,114,0.593
marcus coco,Nantes,Ligue-1,2024-2025,30,0,28,42,0.5670000000000001
alois confais,Le Havre,Ligue-1,2024-2025,1,1,0,1,
francis coquelin,Nantes,Ligue-1,2024-2025,7,0,0,8,1.0
derek cornelius,Marseille,Ligue-1,2024-2025,25,0,4,67,0.711
pierre cornud,Saint-Étienne,Ligue-1,2024-2025,10,1,14,33,0.429
david costa,Lens,Ligue-1,2024-2025,3,0,15,10,0.0
logan costa,Toulouse,Ligue-1,2024-2025,0,0,1,4,0.667
gregoire coudert,Brest,Ligue-1,2024-2025,0,0,0,3,
lasso coulibaly,Auxerre,Ligue-1,2024-2025,0,0,2,1,0.0
mamadou coulibaly,Monaco,Ligue-1,2024-2025,1,0,1,0,
soumaila coulibaly,Brest,Ligue-1,2024-2025,12,0,0,19,0.5710000000000001
tanguy coulibaly,Montpellier,Ligue-1,2024-2025,45,3,21,70,0.452
marius courcoul,Angers,Ligue-1,2024-2025,4,0,4,12,0.8
nicolas cozza,Nantes,Ligue-1,2024-2025,14,2,27,62,0.484
charlie cresswell,Toulouse,Ligue-1,2024-2025,28,3,4,103,0.69
kevin danois,Auxerre,Ligue-1,2024-2025,22,2,14,102,0.43799999999999994
kevin danso,Lens,Ligue-1,2024-2025,27,1,0,59,0.6609999999999999
dante,Nice,Ligue-1,2024-2025,19,0,2,112,0.6609999999999999
pape daouda diongue,Strasbourg,Ligue-1,2024-2025,0,0,1,9,1.0
mohamed daramy,Reims,Ligue-1,2024-2025,0,0,0,0,0.33299999999999996
jonathan david,Lille,Ligue-1,2024-2025,25,10,4,66,0.276
zuriko davitashvili,Saint-Étienne,Ligue-1,2024-2025,20,5,85,117,0.23
theo de percin,Auxerre,Ligue-1,2024-2025,0,0,0,2,
thibault de smet,Reims,Ligue-1,2024-2025,1,0,0,6,0.5
amar dedic,Marseille,Ligue-1,2024-2025,7,0,5,18,0.5379999999999999
romain del castillo,Brest,Ligue-1,2024-2025,11,0,103,73,0.4
thomas delaine,Strasbourg,Ligue-1,2024-2025,1,0,0,0,
andy delort,Montpellier,Ligue-1,2024-2025,11,10,11,9,0.45
ousmane dembele,Paris S-G,Ligue-1,2024-2025,8,9,80,39,0.4
remy descamps,Lyon,Ligue-1,2024-2025,0,0,0,0,
arthur desmas,Le Havre,Ligue-1,2024-2025,1,0,0,12,1.0
mamadou diakhon,Reims,Ligue-1,2024-2025,5,0,33,38,0.071
bafode diakite,Lille,Ligue-1,2024-2025,44,1,4,139,0.726
oumar diakite,Reims,Ligue-1,2024-2025,27,11,7,59,0.298
habib diarra,Strasbourg,Ligue-1,2024-2025,26,1,54,90,0.429
krepin diatta,Monaco,Ligue-1,2024-2025,14,2,15,36,0.625
kandet diawara,Le Havre,Ligue-1,2024-2025,0,0,0,0,
mahamadou diawara,Le Havre,Ligue-1,2024-2025,15,0,5,40,0.222
mahamadou diawara,Lyon,Ligue-1,2024-2025,1,0,0,3,
bamba dieng,Angers,Ligue-1,2024-2025,9,4,5,5,0.273
kembo diliwidi,Lens,Ligue-1,2024-2025,1,0,1,0,
sinaly diomande,Auxerre,Ligue-1,2024-2025,24,0,1,86,0.56
lois diony,Angers,Ligue-1,2024-2025,0,0,0,0,1.0
serigne diop,Brest,Ligue-1,2024-2025,0,0,0,0,
sofiane diop,Nice,Ligue-1,2024-2025,17,3,33,73,0.273
andy diouf,Lens,Ligue-1,2024-2025,43,2,30,154,0.36700000000000005
yehvann diouf,Reims,Ligue-1,2024-2025,0,0,0,45,1.0
assane diousse,Auxerre,Ligue-1,2024-2025,18,0,1,41,0.25
alex dominguez,Toulouse,Ligue-1,2024-2025,0,0,0,0,
gianluigi donnarumma,Paris S-G,Ligue-1,2024-2025,0,0,0,40,1.0
sekou doucoure,Nantes,Ligue-1,2024-2025,0,0,0,0,
desire doue,Paris S-G,Ligue-1,2024-2025,28,1,78,93,0.444
guela doue,Strasbourg,Ligue-1,2024-2025,41,0,46,162,0.611
douglas,Nantes,Ligue-1,2024-2025,42,0,10,111,0.397
ismael doukoure,Strasbourg,Ligue-1,2024-2025,30,0,1,103,0.619
kamory doumbia,Brest,Ligue-1,2024-2025,17,1,48,87,0.313
amidou doumbouya,Nice,Ligue-1,2024-2025,0,0,2,6,
jeankevin duverne,Nantes,Ligue-1,2024-2025,14,0,9,20,0.75
stefan dzodic,Montpellier,Ligue-1,2024-2025,4,0,0,10,0.25
aron dnnum,Toulouse,Ligue-1,2024-2025,38,0,117,171,0.414
noah edjouma,Toulouse,Ligue-1,2024-2025,4,0,6,8,0.4
jacques ekomie,Angers,Ligue-1,2024-2025,11,1,23,33,0.45799999999999996
pierre ekwah elimby,Saint-Étienne,Ligue-1,2024-2025,42,0,5,154,0.698
meschak elia,Nantes,Ligue-1,2024-2025,7,0,14,14,0.4
breel embolo,Monaco,Ligue-1,2024-2025,27,11,6,58,0.5
emanuel emegha,Strasbourg,Ligue-1,2024-2025,36,27,0,60,0.4
romain faivre,Brest,Ligue-1,2024-2025,6,1,26,42,0.41200000000000003
khalil fayad,Montpellier,Ligue-1,2024-2025,21,1,20,74,0.6
luiz felipe,Marseille,Ligue-1,2024-2025,1,0,0,2,0.5
zinedine ferhat,Angers,Ligue-1,2024-2025,11,2,68,47,0.45899999999999996
edimilson fernandes,Brest,Ligue-1,2024-2025,7,0,7,69,0.556
matias fernandezpardo,Lille,Ligue-1,2024-2025,18,3,30,35,0.0
jordan ferri,Montpellier,Ligue-1,2024-2025,35,0,25,132,0.46399999999999997
karol fila,Strasbourg,Ligue-1,2024-2025,0,0,0,1,
malick fofana,Lyon,Ligue-1,2024-2025,13,10,70,63,0.14300000000000002
rayan fofana,Lens,Ligue-1,2024-2025,1,0,0,2,0.0
seko fofana,Rennes,Ligue-1,2024-2025,9,2,5,42,0.7
yahia fofana,Angers,Ligue-1,2024-2025,0,0,0,36,0.667
lamine fomba,Saint-Étienne,Ligue-1,2024-2025,13,1,1,13,0.33299999999999996
przemysaw frankowski,Lens,Ligue-1,2024-2025,18,1,78,61,0.5710000000000001
angelo fulgini,Lens,Ligue-1,2024-2025,16,2,44,52,0.375
kyogo furuhashi,Rennes,Ligue-1,2024-2025,4,0,0,1,0.33299999999999996
gauthier gallon,Rennes,Ligue-1,2024-2025,0,0,0,0,
ignatius ganago,Nantes,Ligue-1,2024-2025,2,2,3,7,0.364
ulisses garcia,Marseille,Ligue-1,2024-2025,8,2,35,48,0.7390000000000001
jeanphilippe gbamin,Nantes,Ligue-1,2024-2025,3,0,0,13,0.7
mory gbane,Reims,Ligue-1,2024-2025,12,0,2,49,0.625
yann gboho,Toulouse,Ligue-1,2024-2025,16,2,26,107,0.156
denis genreau,Toulouse,Ligue-1,2024-2025,7,0,9,11,0.0
aleksandr golovin,Monaco,Ligue-1,2024-2025,25,1,23,101,0.409
andre gomes,Lille,Ligue-1,2024-2025,24,0,11,92,0.563
angel gomes,Lille,Ligue-1,2024-2025,4,0,10,20,0.455
carlos gomez,Rennes,Ligue-1,2024-2025,11,2,19,16,0.25
mathieu gorgelin,Le Havre,Ligue-1,2024-2025,0,0,0,16,0.778
amine gouiri,Marseille,Ligue-1,2024-2025,11,5,57,24,0.16699999999999998
amine gouiri,Rennes,Ligue-1,2024-2025,18,4,12,40,0.348
jonathan gradit,Lens,Ligue-1,2024-2025,29,0,10,73,0.593
samuel grandsir,Le Havre,Ligue-1,2024-2025,2,0,5,9,0.0
mason greenwood,Marseille,Ligue-1,2024-2025,24,2,110,88,0.5329999999999999
albert grnbaek,Rennes,Ligue-1,2024-2025,10,0,28,24,0.267
gabriel gudmundsson,Lille,Ligue-1,2024-2025,30,5,59,83,0.6
axel gueguin,Montpellier,Ligue-1,2024-2025,4,0,1,0,
evann guessand,Nice,Ligue-1,2024-2025,45,10,36,98,0.419
bahereba guirassy,Nantes,Ligue-1,2024-2025,3,0,7,22,0.41200000000000003
massadio haidara,Brest,Ligue-1,2024-2025,20,0,49,54,0.6759999999999999
achraf hakimi,Paris S-G,Ligue-1,2024-2025,19,8,80,136,0.429
florent hanin,Angers,Ligue-1,2024-2025,16,1,107,132,0.349
amine harit,Marseille,Ligue-1,2024-2025,6,0,7,24,0.16699999999999998
hans hateboer,Rennes,Ligue-1,2024-2025,20,2,33,62,0.636
kjetil haug,Toulouse,Ligue-1,2024-2025,0,0,0,6,
luis henrique,Marseille,Ligue-1,2024-2025,8,9,97,116,0.0
lucas hernandez,Paris S-G,Ligue-1,2024-2025,9,0,2,45,0.684
kijana hoever,Auxerre,Ligue-1,2024-2025,22,0,78,91,0.5579999999999999
cedric hountondji,Angers,Ligue-1,2024-2025,2,0,0,9,0.625
ilyes housni,Le Havre,Ligue-1,2024-2025,5,1,5,7,0.0
pierre hjbjerg,Marseille,Ligue-1,2024-2025,30,0,19,171,0.5379999999999999
hafiz ibrahim,Reims,Ligue-1,2024-2025,12,3,1,14,0.258
george ilenikhena,Monaco,Ligue-1,2024-2025,14,9,0,10,0.467
rares ilie,Nice,Ligue-1,2024-2025,0,0,3,2,
ismaily,Lille,Ligue-1,2024-2025,13,0,16,46,0.444
yanis issoufou,Montpellier,Ligue-1,2024-2025,1,0,3,3,0.0
junya ito,Reims,Ligue-1,2024-2025,14,10,234,135,0.37799999999999995
jeremy jacquet,Rennes,Ligue-1,2024-2025,13,0,3,41,0.655
ismail jakobs,Monaco,Ligue-1,2024-2025,1,0,14,5,0.14300000000000002
jordan james,Rennes,Ligue-1,2024-2025,26,1,34,54,0.588
malcolm jeng,Reims,Ligue-1,2024-2025,1,0,0,3,0.5
john joe,Reims,Ligue-1,2024-2025,14,0,5,31,0.435
karljohan johnsson,Strasbourg,Ligue-1,2024-2025,1,0,0,2,1.0
