Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
junior sambia,Empoli,Serie-A,2024-2025,10,1,0.0,0.4,0.4,0.04,-0.4
antonio sanabria,Torino,Serie-A,2024-2025,18,4,0.11,2.9,2.1,0.12,-0.9
alexis sanchez,Udinese,Serie-A,2024-2025,7,0,0.0,0.8,0.8,0.12,-0.8
nicola sansone,Lecce,Serie-A,2024-2025,3,1,0.0,0.2,0.2,0.07,-0.2
amin sarr,Hellas Verona,Serie-A,2024-2025,23,7,0.17,3.2,3.2,0.15,0.8
razvan sava,Udinese,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
nicolo savona,Juventus,Serie-A,2024-2025,6,4,0.33,0.5,0.5,0.08,1.5
saba sazonov,Torino,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
giorgio scalvini,Atalanta,Serie-A,2024-2025,4,0,0.0,0.1,0.1,0.04,-0.1
gianluca scamacca,Atalanta,Serie-A,2024-2025,1,1,0.0,0.1,0.1,0.09,-0.1
joel schingtienne,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
simone scuffet,Cagliari,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
simone scuffet,Napoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
jacopo seghetti,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
stefano sensi,Monza,Serie-A,2024-2025,6,1,0.0,0.9,0.2,0.03,0.1
suat serdar,Hellas Verona,Serie-A,2024-2025,30,8,0.07,1.9,1.9,0.06,0.1
stephan el shaarawy,Roma,Serie-A,2024-2025,28,12,0.11,2.7,2.7,0.09,0.3
alen sherri,Cagliari,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
eldor shomurodov,Roma,Serie-A,2024-2025,29,13,0.14,4.7,4.7,0.16,-0.7
benjamin siegrist,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
marco silvestri,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
giovanni simeone,Napoli,Serie-A,2024-2025,13,3,0.08,2.6,2.6,0.2,-1.6
ukasz skorupski,Bologna,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
ivan smolcic,Como,Serie-A,2024-2025,7,3,0.0,0.4,0.4,0.07,-0.4
simon sohm,Parma,Serie-A,2024-2025,34,13,0.12,3.1,3.1,0.09,0.9
ola solbakken,Empoli,Serie-A,2024-2025,4,3,0.0,0.8,0.8,0.2,-0.8
oumar solet,Udinese,Serie-A,2024-2025,12,7,0.08,0.8,0.8,0.06,0.2
daniele sommariva,Genoa,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
yann sommer,Inter,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
borna sosa,Torino,Serie-A,2024-2025,4,1,0.0,0.3,0.3,0.08,-0.3
riccardo sottil,Fiorentina,Serie-A,2024-2025,22,6,0.05,0.9,0.9,0.04,0.1
riccardo sottil,Milan,Serie-A,2024-2025,2,0,0.0,0.2,0.2,0.09,-0.2
matias soule,Roma,Serie-A,2024-2025,42,13,0.12,3.0,3.0,0.07,2.0
leonardo spinazzola,Napoli,Serie-A,2024-2025,12,4,0.08,0.7,0.7,0.06,0.3
marco sportiello,Milan,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
filip stankovic,Venezia,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
petar stojanovic,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
gabriel strefezza,Como,Serie-A,2024-2025,58,21,0.1,3.7,3.7,0.06,2.3
ibrahim sulemana,Atalanta,Serie-A,2024-2025,5,2,0.4,0.6,0.6,0.11,1.4
tomas suslov,Hellas Verona,Serie-A,2024-2025,32,7,0.0,1.6,1.6,0.05,-1.6
zion suzuki,Parma,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
marin sverko,Venezia,Serie-A,2024-2025,3,1,0.33,0.3,0.3,0.11,0.7
mile svilar,Roma,Serie-A,2024-2025,1,0,0.0,0.0,0.0,0.05,0.0
michael svoboda,Venezia,Serie-A,2024-2025,4,4,0.25,0.2,0.2,0.04,0.8
adrien tameze,Torino,Serie-A,2024-2025,7,3,0.0,0.4,0.4,0.06,-0.4
mehdi taremi,Inter,Serie-A,2024-2025,13,5,0.0,3.5,2.7,0.21,-2.5
nuno tavares,Lazio,Serie-A,2024-2025,28,5,0.0,1.1,1.1,0.04,-1.1
loum tchaouna,Lazio,Serie-A,2024-2025,23,8,0.04,2.5,2.5,0.11,-1.5
jackson tchatchoua,Hellas Verona,Serie-A,2024-2025,18,3,0.11,1.6,1.6,0.09,0.4
casper tengstedt,Hellas Verona,Serie-A,2024-2025,37,10,0.14,5.3,4.5,0.12,0.7
filippo terracciano,Milan,Serie-A,2024-2025,3,1,0.0,0.2,0.2,0.06,-0.2
pietro terracciano,Fiorentina,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
florian thauvin,Udinese,Serie-A,2024-2025,51,23,0.14,8.1,5.7,0.11,-0.1
malick thiaw,Milan,Serie-A,2024-2025,7,0,0.0,0.6,0.6,0.08,-0.6
morten thorsby,Genoa,Serie-A,2024-2025,15,6,0.0,2.8,2.8,0.19,-2.8
khephren thuram,Juventus,Serie-A,2024-2025,36,10,0.11,3.5,3.5,0.1,0.5
marcus thuram,Inter,Serie-A,2024-2025,65,27,0.22,9.9,9.9,0.15,4.1
cheikh tidiane niasse,Hellas Verona,Serie-A,2024-2025,3,1,0.0,0.4,0.4,0.13,-0.4
rafael toloi,Atalanta,Serie-A,2024-2025,3,0,0.0,0.1,0.1,0.02,-0.1
fikayo tomori,Milan,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
luka topalovic,Inter,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
lorenzo tosto,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
souleymane toure,Udinese,Serie-A,2024-2025,4,2,0.25,0.4,0.4,0.09,0.6
stefano turati,Monza,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
kacper urbanski,Bologna,Serie-A,2024-2025,4,1,0.25,0.3,0.3,0.08,0.7
kacper urbanski,Monza,Serie-A,2024-2025,5,1,0.0,0.1,0.1,0.03,-0.1
lautaro valenti,Parma,Serie-A,2024-2025,7,2,0.14,0.2,0.2,0.04,0.8
nicolas valentini,Hellas Verona,Serie-A,2024-2025,8,0,0.0,0.3,0.3,0.04,-0.3
emanuele valeri,Parma,Serie-A,2024-2025,26,4,0.04,1.8,1.0,0.04,0.2
alex valle,Como,Serie-A,2024-2025,9,1,0.0,0.3,0.3,0.03,-0.3
mattia valoti,Monza,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
ignace van der brempt,Como,Serie-A,2024-2025,7,3,0.0,0.5,0.5,0.07,-0.5
devis vasquez,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
johan vasquez,Genoa,Serie-A,2024-2025,36,8,0.08,2.4,2.4,0.07,0.6
matias vecino,Lazio,Serie-A,2024-2025,16,4,0.13,2.3,2.3,0.14,-0.3
danilo veiga,Lecce,Serie-A,2024-2025,5,0,0.0,0.6,0.6,0.12,-0.6
renato veiga,Juventus,Serie-A,2024-2025,12,5,0.0,1.0,1.0,0.09,-1.0
lorenzo venturino,Genoa,Serie-A,2024-2025,4,3,0.5,0.7,0.7,0.18,1.3
simone verdi,Como,Serie-A,2024-2025,2,2,0.0,0.1,0.1,0.06,-0.1
samuele vignato,Monza,Serie-A,2024-2025,4,1,0.0,0.3,0.3,0.07,-0.3
nicolas viola,Cagliari,Serie-A,2024-2025,31,9,0.1,2.2,2.2,0.07,0.8
mattia viti,Empoli,Serie-A,2024-2025,11,2,0.09,0.8,0.8,0.07,0.2
vitinha,Genoa,Serie-A,2024-2025,33,5,0.06,1.6,1.6,0.05,0.4
dusan vlahovic,Juventus,Serie-A,2024-2025,73,25,0.08,12.3,9.2,0.13,-2.3
vanja vlahovic,Atalanta,Serie-A,2024-2025,1,1,0.0,0.2,0.2,0.16,-0.2
nikola vlasic,Torino,Serie-A,2024-2025,30,10,0.1,3.4,1.8,0.06,1.6
alessandro vogliacco,Genoa,Serie-A,2024-2025,5,2,0.4,1.3,1.3,0.27,0.7
alessandro vogliacco,Parma,Serie-A,2024-2025,1,1,0.0,0.1,0.1,0.1,-0.1
mergim vojvoda,Torino,Serie-A,2024-2025,5,0,0.0,0.4,0.4,0.08,-0.4
mergim vojvoda,Como,Serie-A,2024-2025,4,1,0.25,0.2,0.2,0.06,0.8
stefan de vrij,Inter,Serie-A,2024-2025,13,3,0.23,1.1,1.1,0.08,1.9
kyle walker,Milan,Serie-A,2024-2025,2,0,0.0,0.0,0.0,0.02,0.0
sebastian walukiewicz,Torino,Serie-A,2024-2025,6,1,0.0,0.4,0.4,0.07,-0.4
sebastian walukiewicz,Empoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
timothy weah,Juventus,Serie-A,2024-2025,21,9,0.24,3.4,3.4,0.16,1.6
mateusz wieteska,Cagliari,Serie-A,2024-2025,1,0,0.0,0.2,0.2,0.21,-0.2
john yeboah,Venezia,Serie-A,2024-2025,30,10,0.03,3.0,3.0,0.1,-2.0
kenan yldz,Juventus,Serie-A,2024-2025,61,22,0.11,4.3,4.3,0.07,2.7
mattia zaccagni,Lazio,Serie-A,2024-2025,46,14,0.13,6.4,4.9,0.11,1.6
nicola zalewski,Roma,Serie-A,2024-2025,5,0,0.0,0.3,0.3,0.06,-0.3
nicola zalewski,Inter,Serie-A,2024-2025,5,3,0.2,0.2,0.2,0.05,0.8
andrefrank zambo anguissa,Napoli,Serie-A,2024-2025,44,12,0.14,4.4,4.4,0.1,1.6
francesco zampano,Venezia,Serie-A,2024-2025,7,4,0.14,1.0,1.0,0.14,0.0
nicolo zaniolo,Fiorentina,Serie-A,2024-2025,9,4,0.0,0.7,0.6,0.07,-0.7
nicolo zaniolo,Atalanta,Serie-A,2024-2025,11,4,0.18,0.9,0.9,0.08,1.1
alessandro zanoli,Genoa,Serie-A,2024-2025,11,3,0.09,0.4,0.4,0.04,0.6
duvan zapata,Torino,Serie-A,2024-2025,21,8,0.14,3.4,3.4,0.16,-0.4
gabriele zappa,Cagliari,Serie-A,2024-2025,11,5,0.18,0.9,0.9,0.08,1.1
davide zappacosta,Atalanta,Serie-A,2024-2025,39,12,0.1,2.2,2.2,0.06,1.8
oier zarraga,Udinese,Serie-A,2024-2025,6,1,0.17,0.4,0.4,0.07,0.6
jordan zemura,Udinese,Serie-A,2024-2025,14,3,0.07,1.0,1.0,0.07,0.0
alessio zerbin,Venezia,Serie-A,2024-2025,16,6,0.06,1.9,1.9,0.12,-0.9
alessio zerbin,Napoli,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
kevin zeroli,Monza,Serie-A,2024-2025,6,1,0.0,0.8,0.8,0.13,-0.8
kevin zeroli,Milan,Serie-A,2024-2025,0,0,,0.0,0.0,,0.0
piotr zielinski,Inter,Serie-A,2024-2025,15,4,0.0,2.6,1.1,0.07,-0.6
nadir zortea,Cagliari,Serie-A,2024-2025,33,10,0.18,3.1,3.1,0.09,2.9
szymon zurkowski,Empoli,Serie-A,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
milan uric,Monza,Serie-A,2024-2025,23,10,0.17,2.9,2.9,0.13,1.1
milan uric,Parma,Serie-A,2024-2025,5,1,0.2,0.3,0.3,0.05,0.7
junior adamu,Freiburg,Bundesliga,2024-2025,36,11,0.06,5.5,5.5,0.16,-3.5
karim adeyemi,Dortmund,Bundesliga,2024-2025,46,18,0.15,5.5,5.5,0.12,1.5
amine adli,Leverkusen,Bundesliga,2024-2025,20,7,0.1,2.7,2.7,0.14,-0.7
oladapo afolayan,St. Pauli,Bundesliga,2024-2025,38,13,0.08,3.1,3.1,0.08,-0.1
felix agu,Werder Bremen,Bundesliga,2024-2025,9,4,0.33,1.4,1.4,0.15,1.6
erik ahlstrand,St. Pauli,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
kevin akpoguma,Hoffenheim,Bundesliga,2024-2025,5,1,0.0,0.1,0.1,0.02,-0.1
andreas albers,St. Pauli,Bundesliga,2024-2025,3,1,0.33,0.6,0.6,0.2,0.4
ben alexander voll,St. Pauli,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
skelly alvero,Werder Bremen,Bundesliga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
aurele amenda,Eint Frankfurt,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
nadiem amiri,Mainz 05,Bundesliga,2024-2025,60,24,0.08,5.5,3.9,0.07,1.5
mohamed amoura,Wolfsburg,Bundesliga,2024-2025,73,25,0.11,8.7,7.2,0.1,1.3
robert andrich,Leverkusen,Bundesliga,2024-2025,21,5,0.1,1.3,1.3,0.06,0.7
waldemar anton,Dortmund,Bundesliga,2024-2025,19,3,0.11,1.7,1.7,0.09,0.3
maximilian arnold,Wolfsburg,Bundesliga,2024-2025,27,12,0.11,0.9,0.9,0.03,2.1
jannfiete arp,Holstein Kiel,Bundesliga,2024-2025,20,9,0.05,3.8,2.2,0.11,-1.8
arthur,Leverkusen,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.06,-0.1
noah atubolu,Freiburg,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
ayman azhil,Dortmund,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
adam aznou,Bayern Munich,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
aliou badara balde,Bochum,Bundesliga,2024-2025,4,1,0.0,0.2,0.2,0.05,-0.2
ridle baku,Wolfsburg,Bundesliga,2024-2025,18,6,0.11,1.5,1.5,0.08,0.5
ridle baku,RB Leipzig,Bundesliga,2024-2025,17,5,0.12,1.4,1.4,0.08,0.6
samuel bamba,Bochum,Bundesliga,2024-2025,2,1,0.0,0.1,0.1,0.05,-0.1
noahkai banks,Augsburg,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.07,-0.1
scott banks,St. Pauli,Bundesliga,2024-2025,3,0,0.0,0.3,0.3,0.09,-0.3
aymen barkok,Mainz 05,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
michy batshuayi,Eint Frankfurt,Bundesliga,2024-2025,5,3,0.6,1.2,1.2,0.24,1.8
maximilian bauer,Augsburg,Bundesliga,2024-2025,1,1,0.0,0.2,0.2,0.18,-0.2
oliver baumann,Hoffenheim,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
christoph baumgartner,RB Leipzig,Bundesliga,2024-2025,39,15,0.05,4.5,4.5,0.12,-2.5
ihlas bebou,Hoffenheim,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
adrian beck,Heidenheim,Bundesliga,2024-2025,39,13,0.1,3.3,3.3,0.08,0.7
timo becker,Holstein Kiel,Bundesliga,2024-2025,17,4,0.0,1.4,1.4,0.09,-1.4
hannes behrens,Hoffenheim,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
kevin behrens,Wolfsburg,Bundesliga,2024-2025,9,3,0.11,2.3,2.3,0.26,-1.3
maximilian beier,Dortmund,Bundesliga,2024-2025,42,13,0.19,7.7,7.7,0.18,0.3
stefan bell,Mainz 05,Bundesliga,2024-2025,12,3,0.0,0.8,0.8,0.06,-0.8
jeanuel belocian,Leverkusen,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
laszlo benes,Union Berlin,Bundesliga,2024-2025,19,7,0.11,0.9,0.9,0.05,1.1
ramy bensebaini,Dortmund,Bundesliga,2024-2025,20,2,0.05,1.3,1.3,0.06,-0.3
mergim berisha,Hoffenheim,Bundesliga,2024-2025,11,3,0.09,1.0,1.0,0.09,0.0
mergim berisha,Augsburg,Bundesliga,2024-2025,3,1,0.0,0.2,0.2,0.06,-0.2
bernardo,Bochum,Bundesliga,2024-2025,8,2,0.0,0.7,0.7,0.09,-0.7
alexander bernhardsson,Holstein Kiel,Bundesliga,2024-2025,27,14,0.26,4.1,4.1,0.15,2.9
matus bero,Bochum,Bundesliga,2024-2025,31,12,0.16,4.0,3.0,0.1,1.0
janniklas beste,Freiburg,Bundesliga,2024-2025,6,2,0.0,0.9,0.9,0.15,-0.9
el bilal toure,Stuttgart,Bundesliga,2024-2025,14,4,0.14,1.6,1.6,0.12,0.4
tom bischof,Hoffenheim,Bundesliga,2024-2025,51,18,0.1,2.2,2.2,0.04,2.8
leonardo bittencourt,Werder Bremen,Bundesliga,2024-2025,27,9,0.07,1.6,1.6,0.06,0.4
myron boadu,Bochum,Bundesliga,2024-2025,27,13,0.3,7.7,6.9,0.26,1.3
sacha boey,Bayern Munich,Bundesliga,2024-2025,3,1,0.0,0.1,0.1,0.05,-0.1
victor boniface,Leverkusen,Bundesliga,2024-2025,50,17,0.16,7.8,7.1,0.14,0.2
sebastiaan bornauw,Wolfsburg,Bundesliga,2024-2025,8,3,0.25,1.2,1.2,0.15,0.8
carlo boukhalfa,St. Pauli,Bundesliga,2024-2025,21,4,0.1,1.5,1.5,0.07,0.5
julian brandt,Dortmund,Bundesliga,2024-2025,45,15,0.11,4.8,4.8,0.11,0.2
tim breithaupt,Augsburg,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.05,-0.1
maximilian breunig,Heidenheim,Bundesliga,2024-2025,10,2,0.1,3.4,2.7,0.27,-1.4
moritz broschinski,Bochum,Bundesliga,2024-2025,38,11,0.03,4.2,4.2,0.11,-3.2
nathaniel brown,Eint Frankfurt,Bundesliga,2024-2025,13,5,0.23,2.2,2.2,0.17,0.8
jacob bruun larsen,Hoffenheim,Bundesliga,2024-2025,14,6,0.14,2.3,2.3,0.16,-0.3
jacob bruun larsen,Stuttgart,Bundesliga,2024-2025,6,3,0.17,0.6,0.6,0.1,0.4
emi buendia,Leverkusen,Bundesliga,2024-2025,7,4,0.29,0.9,0.9,0.13,1.1
marius bulter,Hoffenheim,Bundesliga,2024-2025,37,15,0.19,3.7,3.7,0.1,3.3
jonathan burkardt,Mainz 05,Bundesliga,2024-2025,70,28,0.23,14.8,13.2,0.19,3.2
oliver burke,Werder Bremen,Bundesliga,2024-2025,35,12,0.14,4.1,4.1,0.12,0.9
marnon busch,Heidenheim,Bundesliga,2024-2025,13,3,0.0,0.4,0.4,0.03,-0.4
anthony caci,Mainz 05,Bundesliga,2024-2025,32,12,0.03,3.1,3.1,0.1,-2.1
cole campbell,Dortmund,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
emre can,Dortmund,Bundesliga,2024-2025,7,1,0.14,2.0,0.4,0.06,1.0
tiago cardoso,Gladbach,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
abdoulie ceesay,St. Pauli,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
julian chabot,Stuttgart,Bundesliga,2024-2025,19,3,0.16,2.0,1.8,0.1,1.0
el chadaille bitshiabu,RB Leipzig,Bundesliga,2024-2025,5,3,0.0,0.3,0.3,0.06,-0.3
fares chaibi,Eint Frankfurt,Bundesliga,2024-2025,25,6,0.04,2.6,2.6,0.1,-1.6
timothy chandler,Eint Frankfurt,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
anrie chase,Stuttgart,Bundesliga,2024-2025,5,0,0.0,0.1,0.1,0.03,-0.1
arthur chaves,Hoffenheim,Bundesliga,2024-2025,10,2,0.1,0.8,0.8,0.08,0.2
fabio chiarodia,Gladbach,Bundesliga,2024-2025,4,1,0.25,0.3,0.3,0.07,0.7
carney chukwuemeka,Dortmund,Bundesliga,2024-2025,8,2,0.13,0.6,0.6,0.08,0.4
alexis claudemaurice,Augsburg,Bundesliga,2024-2025,59,22,0.15,4.7,4.7,0.08,4.3
nnamdi collins,Eint Frankfurt,Bundesliga,2024-2025,5,2,0.2,0.8,0.8,0.16,0.2
kingsley coman,Bayern Munich,Bundesliga,2024-2025,44,17,0.11,4.3,4.3,0.1,0.7
sirlord conteh,Heidenheim,Bundesliga,2024-2025,13,5,0.08,2.1,2.1,0.16,-1.1
danny da costa,Mainz 05,Bundesliga,2024-2025,5,1,0.0,0.1,0.1,0.02,-0.1
yan couto,Dortmund,Bundesliga,2024-2025,6,2,0.0,0.3,0.3,0.04,-0.3
tomas cvancara,Gladbach,Bundesliga,2024-2025,24,9,0.08,3.8,3.8,0.16,-1.8
finn dahmen,Augsburg,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
thomas dahne,Holstein Kiel,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
mahmoud dahoud,Eint Frankfurt,Bundesliga,2024-2025,7,2,0.14,0.5,0.5,0.08,0.5
ameen aldakhil,Stuttgart,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.06,-0.1
bence dardai,Wolfsburg,Bundesliga,2024-2025,11,1,0.09,1.0,1.0,0.1,0.0
lukas daschner,Bochum,Bundesliga,2024-2025,8,4,0.13,2.7,1.9,0.24,-1.7
alphonso davies,Bayern Munich,Bundesliga,2024-2025,17,3,0.06,1.2,1.2,0.07,-0.2
olivier deman,Werder Bremen,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
ermedin demirovic,Stuttgart,Bundesliga,2024-2025,64,27,0.23,14.1,12.4,0.19,0.9
justin diehl,Stuttgart,Bundesliga,2024-2025,7,1,0.14,1.0,1.0,0.14,0.0
eric dier,Bayern Munich,Bundesliga,2024-2025,9,5,0.22,1.1,1.1,0.12,0.9
junior dina ebimbe,Eint Frankfurt,Bundesliga,2024-2025,8,0,0.0,0.9,0.9,0.11,-0.9
eren dinkci,Freiburg,Bundesliga,2024-2025,14,3,0.0,1.1,1.1,0.08,-1.1
ritsu doan,Freiburg,Bundesliga,2024-2025,61,21,0.16,6.6,6.6,0.12,3.4
danilho doekhi,Union Berlin,Bundesliga,2024-2025,32,4,0.03,2.6,2.6,0.08,-1.6
niklas dorsch,Augsburg,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
niklas dorsch,Heidenheim,Bundesliga,2024-2025,9,3,0.22,1.0,1.0,0.11,1.0
patrick drewes,Bochum,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
tim drexler,Hoffenheim,Bundesliga,2024-2025,2,2,0.0,0.1,0.1,0.03,-0.1
marvin ducksch,Werder Bremen,Bundesliga,2024-2025,70,27,0.1,10.1,8.5,0.12,-2.1
julien duranville,Dortmund,Bundesliga,2024-2025,5,2,0.0,0.2,0.2,0.05,-0.2
adam dzwigaa,St. Pauli,Bundesliga,2024-2025,6,0,0.0,0.4,0.4,0.07,-0.4
johannes eggestein,St. Pauli,Bundesliga,2024-2025,34,10,0.06,4.7,3.1,0.09,-1.7
maximilian eggestein,Freiburg,Bundesliga,2024-2025,36,10,0.06,2.0,2.0,0.05,0.0
hugo ekitike,Eint Frankfurt,Bundesliga,2024-2025,114,44,0.12,21.6,19.3,0.17,-6.6
elif elmas,RB Leipzig,Bundesliga,2024-2025,2,0,0.0,0.3,0.3,0.17,-0.3
nico elvedi,Gladbach,Bundesliga,2024-2025,12,3,0.08,2.0,2.0,0.18,-1.0
arne engels,Augsburg,Bundesliga,2024-2025,3,1,0.0,0.4,0.4,0.14,-0.4
patrick erras,Holstein Kiel,Bundesliga,2024-2025,8,1,0.13,0.9,0.9,0.11,0.1
samuel essende,Augsburg,Bundesliga,2024-2025,44,13,0.16,4.2,4.2,0.1,2.8
frank feller,Heidenheim,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
kilian fischer,Wolfsburg,Bundesliga,2024-2025,6,1,0.17,0.3,0.3,0.05,0.7
jonas fohrenbach,Heidenheim,Bundesliga,2024-2025,8,1,0.0,0.3,0.3,0.03,-0.3
marco friedl,Werder Bremen,Bundesliga,2024-2025,4,3,0.0,0.5,0.5,0.11,-0.5
marvin friedrich,Gladbach,Bundesliga,2024-2025,7,2,0.0,0.4,0.4,0.06,-0.4
jeremie frimpong,Leverkusen,Bundesliga,2024-2025,34,16,0.15,4.1,4.1,0.12,0.9
chris fuhrich,Stuttgart,Bundesliga,2024-2025,36,12,0.06,2.9,2.9,0.08,-0.9
shio fukuda,Gladbach,Bundesliga,2024-2025,3,1,0.33,0.4,0.4,0.14,0.6
cristian gamboa,Bochum,Bundesliga,2024-2025,4,1,0.25,0.2,0.2,0.04,0.8
aleix garcia,Leverkusen,Bundesliga,2024-2025,15,5,0.2,1.0,1.0,0.06,2.0
viggo gebel,RB Leipzig,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
lutsharel geertruida,RB Leipzig,Bundesliga,2024-2025,8,1,0.13,1.1,1.1,0.14,-0.1
dennis geiger,Hoffenheim,Bundesliga,2024-2025,5,1,0.0,0.2,0.2,0.03,-0.2
valentin gendrey,Hoffenheim,Bundesliga,2024-2025,10,5,0.1,1.1,1.1,0.11,-0.1
yannick gerhardt,Wolfsburg,Bundesliga,2024-2025,15,4,0.07,1.2,1.2,0.08,-0.2
max geschwill,Holstein Kiel,Bundesliga,2024-2025,9,2,0.11,0.9,0.9,0.1,0.1
dimitris giannoulis,Augsburg,Bundesliga,2024-2025,13,4,0.08,1.1,1.1,0.09,-0.1
armin gigovic,Holstein Kiel,Bundesliga,2024-2025,26,10,0.19,1.9,1.9,0.07,3.1
benedikt gimber,Heidenheim,Bundesliga,2024-2025,14,1,0.0,0.7,0.7,0.05,-0.7
matthias ginter,Freiburg,Bundesliga,2024-2025,24,4,0.08,2.8,2.8,0.12,-0.8
jamie gittens,Dortmund,Bundesliga,2024-2025,52,24,0.15,3.6,3.6,0.07,4.4
serge gnabry,Bayern Munich,Bundesliga,2024-2025,48,17,0.15,7.5,6.8,0.14,-0.5
tidiam gomis,RB Leipzig,Bundesliga,2024-2025,5,1,0.0,0.3,0.3,0.05,-0.3
leon goretzka,Bayern Munich,Bundesliga,2024-2025,32,11,0.13,2.8,2.8,0.09,1.2
robin gosens,Union Berlin,Bundesliga,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
mario gotze,Eint Frankfurt,Bundesliga,2024-2025,8,5,0.38,2.9,2.9,0.37,0.1
jeffrey gouweleeuw,Augsburg,Bundesliga,2024-2025,17,4,0.06,1.7,0.9,0.05,-0.7
kamil grabara,Wolfsburg,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
michael gregoritsch,Freiburg,Bundesliga,2024-2025,16,6,0.13,1.8,1.8,0.11,0.2
vincenzo grifo,Freiburg,Bundesliga,2024-2025,63,26,0.13,7.9,5.6,0.09,0.1
florian grillitsch,Hoffenheim,Bundesliga,2024-2025,6,1,0.0,0.2,0.2,0.03,-0.2
alex grimaldo,Leverkusen,Bundesliga,2024-2025,44,13,0.05,2.5,2.5,0.06,-0.5
pascal gro,Dortmund,Bundesliga,2024-2025,27,7,0.0,2.4,2.4,0.09,-2.4
marco grull,Werder Bremen,Bundesliga,2024-2025,25,10,0.24,4.0,4.0,0.16,2.0
raphael guerreiro,Bayern Munich,Bundesliga,2024-2025,21,11,0.19,2.9,2.9,0.14,1.1
morgan guilavogui,St. Pauli,Bundesliga,2024-2025,41,15,0.15,7.1,7.1,0.18,-1.1
serhou guirassy,Dortmund,Bundesliga,2024-2025,86,33,0.21,22.7,19.6,0.23,-1.7
peter gulacsi,RB Leipzig,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
robert gumny,Augsburg,Bundesliga,2024-2025,4,2,0.0,0.3,0.3,0.08,-0.3
christian gunter,Freiburg,Bundesliga,2024-2025,21,6,0.1,0.8,0.6,0.03,1.2
janik haberer,Union Berlin,Bundesliga,2024-2025,15,3,0.0,0.7,0.7,0.05,-0.7
robin hack,Gladbach,Bundesliga,2024-2025,59,24,0.07,5.4,5.4,0.09,-1.4
amadou haidara,RB Leipzig,Bundesliga,2024-2025,18,1,0.0,1.4,1.4,0.08,-1.4
